date,subways_total_estimated_ridership,division,train_line,wday_wnd,incident_type,incident_count
2022-09-01,3114667,A DIVISION,4,2,Track,1
2022-09-01,3114667,A DIVISION,5,1,Other,1
2022-09-01,3114667,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
2022-09-01,3114667,A DIVISION,6,1,Signals,1
2022-09-01,3114667,A DIVISION,6,1,Subway Car,1
2022-09-01,3114667,A DIVISION,7,1,Track,1
2022-09-01,3114667,B DIVISION,A,1,Persons on Trackbed/Police/Medical,2
2022-09-01,3114667,B DIVISION,A,1,Signals,2
2022-09-01,3114667,B DIVISION,A,1,Stations and Structure,1
2022-09-01,3114667,B DIVISION,B,1,Track,1
2022-09-01,3114667,B DIVISION,D,1,Other,1
2022-09-01,3114667,B DIVISION,D,1,Signals,1
2022-09-01,3114667,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2022-09-01,3114667,B DIVISION,E,1,Signals,1
2022-09-01,3114667,B DIVISION,E,1,Stations and Structure,1
2022-09-01,3114667,B DIVISION,E,1,Track,1
2022-09-01,3114667,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2022-09-01,3114667,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2022-09-01,3114667,B DIVISION,L,1,Stations and Structure,1
2022-09-01,3114667,B DIVISION,M,1,Persons on Trackbed/Police/Medical,2
2022-09-01,3114667,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2022-09-01,3114667,B DIVISION,N,1,Subway Car,1
2022-09-01,3114667,B DIVISION,N,1,Track,2
2022-09-01,3114667,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2022-09-01,3114667,B DIVISION,Q,1,Signals,1
2022-09-01,3114667,B DIVISION,R,1,Stations and Structure,1
2022-10-01,2032983,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,A DIVISION,2,1,Signals,1
2022-10-01,2032983,A DIVISION,2,1,Track,1
2022-10-01,2032983,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,A DIVISION,3,1,Track,1
2022-10-01,2032983,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,A DIVISION,4,1,Signals,1
2022-10-01,2032983,A DIVISION,5,1,Stations and Structure,3
2022-10-01,2032983,A DIVISION,5,1,Subway Car,1
2022-10-01,2032983,A DIVISION,6,1,Other,1
2022-10-01,2032983,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2022-10-01,2032983,A DIVISION,6,1,Subway Car,1
2022-10-01,2032983,A DIVISION,6,1,Track,1
2022-10-01,2032983,A DIVISION,6,2,Stations and Structure,1
2022-10-01,2032983,A DIVISION,7,1,Other,1
2022-10-01,2032983,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,A DIVISION,7,1,Signals,1
2022-10-01,2032983,A DIVISION,7,1,Track,1
2022-10-01,2032983,A DIVISION,S 42nd,1,Subway Car,1
2022-10-01,2032983,B DIVISION,A,1,Persons on Trackbed/Police/Medical,2
2022-10-01,2032983,B DIVISION,A,2,Track,2
2022-10-01,2032983,B DIVISION,B,1,Subway Car,1
2022-10-01,2032983,B DIVISION,C,1,Signals,1
2022-10-01,2032983,B DIVISION,C,2,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,B DIVISION,E,1,Signals,2
2022-10-01,2032983,B DIVISION,E,1,Track,1
2022-10-01,2032983,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,B DIVISION,F,1,Signals,1
2022-10-01,2032983,B DIVISION,F,1,Stations and Structure,1
2022-10-01,2032983,B DIVISION,F,1,Track,1
2022-10-01,2032983,B DIVISION,L,2,Other,1
2022-10-01,2032983,B DIVISION,N,1,Persons on Trackbed/Police/Medical,3
2022-10-01,2032983,B DIVISION,N,1,Signals,1
2022-10-01,2032983,B DIVISION,N,1,Subway Car,1
2022-10-01,2032983,B DIVISION,Q,1,Track,2
2022-10-01,2032983,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2022-10-01,2032983,B DIVISION,R,1,Signals,3
2022-11-01,3706707,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
2022-11-01,3706707,A DIVISION,2,1,Signals,5
2022-11-01,3706707,A DIVISION,2,2,Other,1
2022-11-01,3706707,A DIVISION,3,1,Subway Car,1
2022-11-01,3706707,A DIVISION,4,1,Other,1
2022-11-01,3706707,A DIVISION,4,1,Persons on Trackbed/Police/Medical,4
2022-11-01,3706707,A DIVISION,4,1,Signals,2
2022-11-01,3706707,A DIVISION,4,2,Stations and Structure,1
2022-11-01,3706707,A DIVISION,5,1,Other,1
2022-11-01,3706707,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2022-11-01,3706707,A DIVISION,5,1,Signals,2
2022-11-01,3706707,A DIVISION,5,1,Track,1
2022-11-01,3706707,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2022-11-01,3706707,A DIVISION,6,1,Stations and Structure,1
2022-11-01,3706707,A DIVISION,7,1,Signals,2
2022-11-01,3706707,A DIVISION,7,1,Track,1
2022-11-01,3706707,B DIVISION,A,1,Subway Car,1
2022-11-01,3706707,B DIVISION,A,1,Track,1
2022-11-01,3706707,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2022-11-01,3706707,B DIVISION,B,1,Signals,1
2022-11-01,3706707,B DIVISION,B,1,Track,1
2022-11-01,3706707,B DIVISION,C,2,Persons on Trackbed/Police/Medical,1
2022-11-01,3706707,B DIVISION,D,1,Signals,3
2022-11-01,3706707,B DIVISION,D,1,Stations and Structure,1
2022-11-01,3706707,B DIVISION,D,2,Signals,1
2022-11-01,3706707,B DIVISION,E,1,Signals,2
2022-11-01,3706707,B DIVISION,E,1,Track,2
2022-11-01,3706707,B DIVISION,F,1,Track,1
2022-11-01,3706707,B DIVISION,L,1,Stations and Structure,1
2022-11-01,3706707,B DIVISION,M,1,Other,1
2022-11-01,3706707,B DIVISION,M,1,Track,1
2022-11-01,3706707,B DIVISION,N,1,Signals,1
2022-11-01,3706707,B DIVISION,N,1,Stations and Structure,1
2022-11-01,3706707,B DIVISION,N,1,Subway Car,1
2022-11-01,3706707,B DIVISION,N,1,Track,1
2022-11-01,3706707,B DIVISION,Q,1,Track,1
2022-11-01,3706707,B DIVISION,Q,2,Track,1
2022-11-01,3706707,B DIVISION,R,1,Other,1
2022-11-01,3706707,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2022-11-01,3706707,B DIVISION,R,1,Signals,1
2022-12-01,3770495,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
2022-12-01,3770495,A DIVISION,1,1,Signals,2
2022-12-01,3770495,A DIVISION,2,1,Other,1
2022-12-01,3770495,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2022-12-01,3770495,A DIVISION,2,1,Signals,2
2022-12-01,3770495,A DIVISION,3,1,Stations and Structure,1
2022-12-01,3770495,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2022-12-01,3770495,A DIVISION,3,2,Signals,1
2022-12-01,3770495,A DIVISION,3,2,Stations and Structure,1
2022-12-01,3770495,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2022-12-01,3770495,A DIVISION,4,1,Signals,1
2022-12-01,3770495,A DIVISION,4,1,Track,1
2022-12-01,3770495,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2022-12-01,3770495,A DIVISION,5,1,Subway Car,1
2022-12-01,3770495,A DIVISION,6,1,Other,1
2022-12-01,3770495,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2022-12-01,3770495,A DIVISION,6,1,Subway Car,2
2022-12-01,3770495,A DIVISION,6,1,Track,2
2022-12-01,3770495,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2022-12-01,3770495,A DIVISION,7,1,Track,1
2022-12-01,3770495,B DIVISION,A,1,Stations and Structure,1
2022-12-01,3770495,B DIVISION,A,1,Track,1
2022-12-01,3770495,B DIVISION,B,1,Signals,1
2022-12-01,3770495,B DIVISION,C,1,Signals,1
2022-12-01,3770495,B DIVISION,D,1,Subway Car,1
2022-12-01,3770495,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2022-12-01,3770495,B DIVISION,E,1,Track,1
2022-12-01,3770495,B DIVISION,F,1,Signals,1
2022-12-01,3770495,B DIVISION,F,1,Stations and Structure,3
2022-12-01,3770495,B DIVISION,F,1,Subway Car,1
2022-12-01,3770495,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
2022-12-01,3770495,B DIVISION,JZ,1,Track,2
2022-12-01,3770495,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2022-12-01,3770495,B DIVISION,L,1,Signals,1
2022-12-01,3770495,B DIVISION,M,1,Signals,2
2022-12-01,3770495,B DIVISION,N,1,Signals,1
2022-12-01,3770495,B DIVISION,N,1,Track,1
2022-12-01,3770495,B DIVISION,Q,1,Signals,3
2022-12-01,3770495,B DIVISION,Q,1,Track,1
2022-12-01,3770495,B DIVISION,R,1,Track,2
2023-01-01,1675507,A DIVISION,1,1,Signals,1
2023-01-01,1675507,A DIVISION,1,1,Stations and Structure,1
2023-01-01,1675507,A DIVISION,2,1,Track,3
2023-01-01,1675507,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
2023-01-01,1675507,A DIVISION,3,1,Other,1
2023-01-01,1675507,A DIVISION,3,1,Signals,1
2023-01-01,1675507,A DIVISION,4,1,Other,1
2023-01-01,1675507,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-01-01,1675507,A DIVISION,4,1,Track,2
2023-01-01,1675507,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-01-01,1675507,A DIVISION,5,1,Signals,1
2023-01-01,1675507,A DIVISION,5,1,Track,1
2023-01-01,1675507,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-01-01,1675507,A DIVISION,6,1,Track,1
2023-01-01,1675507,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2023-01-01,1675507,A DIVISION,7,1,Track,1
2023-01-01,1675507,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2023-01-01,1675507,B DIVISION,A,1,Signals,2
2023-01-01,1675507,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2023-01-01,1675507,B DIVISION,B,1,Subway Car,1
2023-01-01,1675507,B DIVISION,C,1,Signals,2
2023-01-01,1675507,B DIVISION,C,1,Track,2
2023-01-01,1675507,B DIVISION,E,1,Persons on Trackbed/Police/Medical,3
2023-01-01,1675507,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2023-01-01,1675507,B DIVISION,F,1,Stations and Structure,2
2023-01-01,1675507,B DIVISION,L,1,Persons on Trackbed/Police/Medical,2
2023-01-01,1675507,B DIVISION,N,1,Track,1
2023-01-01,1675507,B DIVISION,Q,2,Persons on Trackbed/Police/Medical,1
2023-01-01,1675507,B DIVISION,R,1,Subway Car,1
2023-01-01,1675507,B DIVISION,R,2,Subway Car,1
2023-02-01,3682758,A DIVISION,1,1,Other,1
2023-02-01,3682758,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
2023-02-01,3682758,A DIVISION,1,1,Track,1
2023-02-01,3682758,A DIVISION,2,1,Stations and Structure,1
2023-02-01,3682758,A DIVISION,4,1,Subway Car,1
2023-02-01,3682758,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-02-01,3682758,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2023-02-01,3682758,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2023-02-01,3682758,A DIVISION,7,1,Track,1
2023-02-01,3682758,A DIVISION,7,2,Signals,2
2023-02-01,3682758,B DIVISION,E,1,Track,1
2023-02-01,3682758,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2023-02-01,3682758,B DIVISION,F,1,Signals,1
2023-02-01,3682758,B DIVISION,F,1,Stations and Structure,1
2023-02-01,3682758,B DIVISION,F,1,Track,4
2023-02-01,3682758,B DIVISION,JZ,2,Persons on Trackbed/Police/Medical,1
2023-02-01,3682758,B DIVISION,L,2,Signals,1
2023-02-01,3682758,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2023-02-01,3682758,B DIVISION,N,1,Signals,1
2023-02-01,3682758,B DIVISION,N,1,Subway Car,2
2023-02-01,3682758,B DIVISION,N,1,Track,1
2023-02-01,3682758,B DIVISION,Q,1,Other,1
2023-02-01,3682758,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,2
2023-03-01,3780713,A DIVISION,1,1,Other,1
2023-03-01,3780713,A DIVISION,1,1,Signals,1
2023-03-01,3780713,A DIVISION,2,1,Other,1
2023-03-01,3780713,A DIVISION,2,1,Signals,1
2023-03-01,3780713,A DIVISION,2,1,Track,1
2023-03-01,3780713,A DIVISION,3,1,Signals,1
2023-03-01,3780713,A DIVISION,3,1,Track,1
2023-03-01,3780713,A DIVISION,4,1,Signals,3
2023-03-01,3780713,A DIVISION,4,1,Subway Car,1
2023-03-01,3780713,A DIVISION,4,2,Signals,1
2023-03-01,3780713,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-03-01,3780713,A DIVISION,5,1,Signals,2
2023-03-01,3780713,A DIVISION,5,1,Track,1
2023-03-01,3780713,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-03-01,3780713,A DIVISION,6,1,Signals,1
2023-03-01,3780713,A DIVISION,7,1,Persons on Trackbed/Police/Medical,3
2023-03-01,3780713,A DIVISION,7,1,Signals,1
2023-03-01,3780713,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2023-03-01,3780713,B DIVISION,B,1,Other,1
2023-03-01,3780713,B DIVISION,B,1,Persons on Trackbed/Police/Medical,2
2023-03-01,3780713,B DIVISION,B,1,Subway Car,1
2023-03-01,3780713,B DIVISION,B,1,Track,1
2023-03-01,3780713,B DIVISION,C,1,Signals,1
2023-03-01,3780713,B DIVISION,C,1,Track,1
2023-03-01,3780713,B DIVISION,D,1,Subway Car,1
2023-03-01,3780713,B DIVISION,E,1,Other,1
2023-03-01,3780713,B DIVISION,E,1,Stations and Structure,1
2023-03-01,3780713,B DIVISION,E,1,Track,2
2023-03-01,3780713,B DIVISION,F,1,Stations and Structure,1
2023-03-01,3780713,B DIVISION,F,1,Subway Car,1
2023-03-01,3780713,B DIVISION,L,1,Other,1
2023-03-01,3780713,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2023-03-01,3780713,B DIVISION,L,1,Track,1
2023-03-01,3780713,B DIVISION,N,1,Persons on Trackbed/Police/Medical,3
2023-03-01,3780713,B DIVISION,N,2,Persons on Trackbed/Police/Medical,1
2023-03-01,3780713,B DIVISION,Q,1,Track,1
2023-03-01,3780713,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
2023-03-01,3780713,B DIVISION,R,1,Stations and Structure,1
2023-04-01,2283533,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
2023-04-01,2283533,A DIVISION,1,1,Signals,1
2023-04-01,2283533,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
2023-04-01,2283533,A DIVISION,2,1,Signals,2
2023-04-01,2283533,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2023-04-01,2283533,A DIVISION,3,1,Signals,1
2023-04-01,2283533,A DIVISION,3,1,Stations and Structure,1
2023-04-01,2283533,A DIVISION,4,1,Other,1
2023-04-01,2283533,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2023-04-01,2283533,A DIVISION,4,1,Signals,1
2023-04-01,2283533,A DIVISION,4,1,Subway Car,1
2023-04-01,2283533,A DIVISION,5,1,Subway Car,1
2023-04-01,2283533,A DIVISION,6,1,Other,1
2023-04-01,2283533,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2023-04-01,2283533,A DIVISION,6,2,Track,1
2023-04-01,2283533,A DIVISION,7,1,Track,1
2023-04-01,2283533,A DIVISION,7,2,Signals,1
2023-04-01,2283533,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2023-04-01,2283533,B DIVISION,A,2,Other,1
2023-04-01,2283533,B DIVISION,C,1,Signals,1
2023-04-01,2283533,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2023-04-01,2283533,B DIVISION,E,1,Signals,1
2023-04-01,2283533,B DIVISION,E,1,Stations and Structure,1
2023-04-01,2283533,B DIVISION,E,2,Signals,1
2023-04-01,2283533,B DIVISION,F,1,Other,1
2023-04-01,2283533,B DIVISION,F,1,Track,2
2023-04-01,2283533,B DIVISION,N,1,Signals,2
2023-04-01,2283533,B DIVISION,N,2,Signals,1
2023-04-01,2283533,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2023-04-01,2283533,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2023-04-01,2283533,B DIVISION,R,1,Signals,2
2023-04-01,2283533,B DIVISION,R,1,Track,1
2023-05-01,3664755,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2023-05-01,3664755,A DIVISION,1,1,Stations and Structure,1
2023-05-01,3664755,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
2023-05-01,3664755,A DIVISION,2,1,Track,1
2023-05-01,3664755,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2023-05-01,3664755,A DIVISION,4,1,Other,1
2023-05-01,3664755,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-05-01,3664755,A DIVISION,4,1,Subway Car,1
2023-05-01,3664755,A DIVISION,4,2,Persons on Trackbed/Police/Medical,2
2023-05-01,3664755,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-05-01,3664755,A DIVISION,5,1,Subway Car,1
2023-05-01,3664755,A DIVISION,5,1,Track,2
2023-05-01,3664755,A DIVISION,6,1,Other,1
2023-05-01,3664755,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-05-01,3664755,A DIVISION,6,1,Signals,2
2023-05-01,3664755,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2023-05-01,3664755,A DIVISION,7,1,Stations and Structure,1
2023-05-01,3664755,A DIVISION,7,1,Track,1
2023-05-01,3664755,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2023-05-01,3664755,B DIVISION,B,1,Track,1
2023-05-01,3664755,B DIVISION,C,1,Stations and Structure,1
2023-05-01,3664755,B DIVISION,D,1,Other,1
2023-05-01,3664755,B DIVISION,D,1,Signals,1
2023-05-01,3664755,B DIVISION,D,2,Signals,1
2023-05-01,3664755,B DIVISION,E,1,Persons on Trackbed/Police/Medical,3
2023-05-01,3664755,B DIVISION,E,1,Signals,3
2023-05-01,3664755,B DIVISION,E,1,Stations and Structure,1
2023-05-01,3664755,B DIVISION,E,1,Track,3
2023-05-01,3664755,B DIVISION,F,1,Stations and Structure,1
2023-05-01,3664755,B DIVISION,F,1,Track,2
2023-05-01,3664755,B DIVISION,G,2,Signals,1
2023-05-01,3664755,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
2023-05-01,3664755,B DIVISION,JZ,1,Track,1
2023-05-01,3664755,B DIVISION,L,1,Track,2
2023-05-01,3664755,B DIVISION,N,1,Persons on Trackbed/Police/Medical,2
2023-05-01,3664755,B DIVISION,N,1,Signals,1
2023-05-01,3664755,B DIVISION,N,1,Stations and Structure,1
2023-05-01,3664755,B DIVISION,N,1,Subway Car,1
2023-05-01,3664755,B DIVISION,N,1,Track,1
2023-05-01,3664755,B DIVISION,Q,1,Track,1
2023-05-01,3664755,B DIVISION,R,1,Signals,1
2023-06-01,3894167,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
2023-06-01,3894167,A DIVISION,2,1,Subway Car,1
2023-06-01,3894167,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2023-06-01,3894167,A DIVISION,4,2,Signals,1
2023-06-01,3894167,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-06-01,3894167,A DIVISION,5,1,Signals,1
2023-06-01,3894167,A DIVISION,5,1,Track,1
2023-06-01,3894167,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-06-01,3894167,A DIVISION,6,2,Signals,1
2023-06-01,3894167,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2023-06-01,3894167,A DIVISION,7,1,Signals,1
2023-06-01,3894167,A DIVISION,7,1,Track,1
2023-06-01,3894167,B DIVISION,A,1,Signals,2
2023-06-01,3894167,B DIVISION,A,1,Subway Car,1
2023-06-01,3894167,B DIVISION,A,1,Track,1
2023-06-01,3894167,B DIVISION,A,2,Track,1
2023-06-01,3894167,B DIVISION,B,1,Other,1
2023-06-01,3894167,B DIVISION,B,1,Signals,1
2023-06-01,3894167,B DIVISION,B,1,Track,1
2023-06-01,3894167,B DIVISION,D,1,Other,1
2023-06-01,3894167,B DIVISION,E,1,Signals,1
2023-06-01,3894167,B DIVISION,E,1,Stations and Structure,1
2023-06-01,3894167,B DIVISION,F,1,Signals,1
2023-06-01,3894167,B DIVISION,G,1,Signals,1
2023-06-01,3894167,B DIVISION,L,1,Persons on Trackbed/Police/Medical,2
2023-06-01,3894167,B DIVISION,L,1,Track,1
2023-06-01,3894167,B DIVISION,L,2,Track,1
2023-06-01,3894167,B DIVISION,M,1,Persons on Trackbed/Police/Medical,2
2023-06-01,3894167,B DIVISION,M,1,Signals,2
2023-06-01,3894167,B DIVISION,M,1,Stations and Structure,1
2023-06-01,3894167,B DIVISION,N,1,Persons on Trackbed/Police/Medical,2
2023-06-01,3894167,B DIVISION,N,1,Signals,1
2023-06-01,3894167,B DIVISION,R,1,Signals,1
2023-07-01,2239529,A DIVISION,1,1,Signals,2
2023-07-01,2239529,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
2023-07-01,2239529,A DIVISION,2,1,Signals,3
2023-07-01,2239529,A DIVISION,3,1,Signals,1
2023-07-01,2239529,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-07-01,2239529,A DIVISION,4,1,Signals,2
2023-07-01,2239529,A DIVISION,5,1,Signals,1
2023-07-01,2239529,A DIVISION,6,1,Other,1
2023-07-01,2239529,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-07-01,2239529,A DIVISION,6,1,Signals,1
2023-07-01,2239529,A DIVISION,6,2,Subway Car,1
2023-07-01,2239529,A DIVISION,7,1,Signals,1
2023-07-01,2239529,A DIVISION,7,1,Stations and Structure,1
2023-07-01,2239529,A DIVISION,7,1,Track,2
2023-07-01,2239529,A DIVISION,7,2,Persons on Trackbed/Police/Medical,1
2023-07-01,2239529,A DIVISION,S 42nd,1,Subway Car,1
2023-07-01,2239529,B DIVISION,A,1,Signals,1
2023-07-01,2239529,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2023-07-01,2239529,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2023-07-01,2239529,B DIVISION,D,1,Stations and Structure,1
2023-07-01,2239529,B DIVISION,D,1,Track,1
2023-07-01,2239529,B DIVISION,D,2,Signals,1
2023-07-01,2239529,B DIVISION,E,1,Other,1
2023-07-01,2239529,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2023-07-01,2239529,B DIVISION,E,1,Stations and Structure,1
2023-07-01,2239529,B DIVISION,E,1,Track,2
2023-07-01,2239529,B DIVISION,E,2,Stations and Structure,1
2023-07-01,2239529,B DIVISION,F,1,Signals,2
2023-07-01,2239529,B DIVISION,F,1,Stations and Structure,1
2023-07-01,2239529,B DIVISION,F,1,Subway Car,1
2023-07-01,2239529,B DIVISION,F,1,Track,1
2023-07-01,2239529,B DIVISION,G,2,Signals,1
2023-07-01,2239529,B DIVISION,L,2,Subway Car,1
2023-07-01,2239529,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
2023-07-01,2239529,B DIVISION,N,1,Signals,1
2023-07-01,2239529,B DIVISION,N,1,Stations and Structure,1
2023-07-01,2239529,B DIVISION,N,1,Subway Car,2
2023-07-01,2239529,B DIVISION,N,1,Track,2
2023-07-01,2239529,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2023-07-01,2239529,B DIVISION,R,1,Stations and Structure,1
2023-08-01,3598379,A DIVISION,1,1,Other,1
2023-08-01,3598379,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2023-08-01,3598379,A DIVISION,1,1,Stations and Structure,1
2023-08-01,3598379,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
2023-08-01,3598379,A DIVISION,2,1,Subway Car,1
2023-08-01,3598379,A DIVISION,3,1,Other,1
2023-08-01,3598379,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2023-08-01,3598379,A DIVISION,5,1,Signals,3
2023-08-01,3598379,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-08-01,3598379,A DIVISION,6,1,Signals,2
2023-08-01,3598379,A DIVISION,6,1,Track,1
2023-08-01,3598379,A DIVISION,7,1,Stations and Structure,1
2023-08-01,3598379,A DIVISION,7,1,Subway Car,1
2023-08-01,3598379,A DIVISION,7,1,Track,1
2023-08-01,3598379,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2023-08-01,3598379,B DIVISION,A,1,Signals,1
2023-08-01,3598379,B DIVISION,A,1,Stations and Structure,3
2023-08-01,3598379,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2023-08-01,3598379,B DIVISION,D,1,Signals,2
2023-08-01,3598379,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2023-08-01,3598379,B DIVISION,F,1,Signals,1
2023-08-01,3598379,B DIVISION,F,1,Subway Car,1
2023-08-01,3598379,B DIVISION,F,1,Track,1
2023-08-01,3598379,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2023-08-01,3598379,B DIVISION,N,1,Signals,1
2023-08-01,3598379,B DIVISION,N,1,Stations and Structure,1
2023-08-01,3598379,B DIVISION,N,1,Subway Car,2
2023-08-01,3598379,B DIVISION,N,2,Stations and Structure,1
2023-08-01,3598379,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
2023-09-01,3196284,A DIVISION,1,1,Signals,2
2023-09-01,3196284,A DIVISION,2,1,Other,1
2023-09-01,3196284,A DIVISION,2,1,Signals,1
2023-09-01,3196284,A DIVISION,2,2,Other,1
2023-09-01,3196284,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2023-09-01,3196284,A DIVISION,3,1,Signals,1
2023-09-01,3196284,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-09-01,3196284,A DIVISION,4,1,Track,1
2023-09-01,3196284,A DIVISION,5,1,Other,1
2023-09-01,3196284,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2023-09-01,3196284,A DIVISION,6,1,Signals,1
2023-09-01,3196284,A DIVISION,6,1,Track,2
2023-09-01,3196284,A DIVISION,7,1,Persons on Trackbed/Police/Medical,2
2023-09-01,3196284,A DIVISION,7,1,Subway Car,1
2023-09-01,3196284,B DIVISION,A,1,Persons on Trackbed/Police/Medical,2
2023-09-01,3196284,B DIVISION,B,1,Persons on Trackbed/Police/Medical,2
2023-09-01,3196284,B DIVISION,B,1,Track,1
2023-09-01,3196284,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2023-09-01,3196284,B DIVISION,C,1,Signals,1
2023-09-01,3196284,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2023-09-01,3196284,B DIVISION,D,1,Track,1
2023-09-01,3196284,B DIVISION,D,2,Stations and Structure,1
2023-09-01,3196284,B DIVISION,E,1,Signals,2
2023-09-01,3196284,B DIVISION,E,1,Stations and Structure,1
